98.09,63.55,63.51,1.42,896949.0,183516.0,8509.0,13214.0,5466.0,3346.0,97.7
93.34,49.66,59.06,3.43,22295.0,7657.0,3539.0,13214.0,5466.0,3346.0,92.75
99.99,75.06,73.77,0.16,924677.0,369334.0,3049.0,13214.0,5466.0,3346.0,99.98
98.2,64.31,84.58,1.35,42240.0,12750.0,3819.0,13214.0,5466.0,3346.0,97.99
98.91,53.25,87.34,0.94,68934.0,19995.0,5299.0,13543.0,5181.0,3314.0,98.18
98.76,52.22,86.45,1.05,68934.0,19995.0,5299.0,13172.0,5406.0,3354.0,97.99
98.48,82.09,82.36,1.69,84333.0,24964.0,6793.0,68934.0,19995.0,5299.0,98.23
98.51,72.97,83.43,1.68,68934.0,19995.0,5299.0,32344.0,10524.0,3576.0,98.14
98.35,71.52,86.9,1.66,68934.0,19995.0,5299.0,54842.0,17625.0,4915.0,98.08
98.73,87.21,46.8,0.96,540475.0,82018.0,37898.0,68934.0,19995.0,5299.0,98.27
98.57,81.97,72.19,1.38,98368.0,30599.0,4974.0,68934.0,19995.0,5299.0,98.18
98.35,76.68,82.28,1.47,68934.0,19995.0,5299.0,37388.0,8977.0,3502.0,97.79
98.85,88.45,85.18,0.86,215799.0,62658.0,20494.0,68934.0,19995.0,5299.0,98.45
98.35,80.61,68.13,1.66,160397.0,59397.0,14002.0,68934.0,19995.0,5299.0,98.03
98.6,77.18,86.33,1.22,145767.0,62044.0,4734.0,68934.0,19995.0,5299.0,98.29
98.26,74.17,80.21,1.65,180026.0,27918.0,3845.0,68934.0,19995.0,5299.0,97.96
98.31,79.05,77.36,1.88,68934.0,19995.0,5299.0,45213.0,12769.0,3546.0,98.06
98.74,83.42,85.18,1.01,99983.0,39842.0,8589.0,68934.0,19995.0,5299.0,98.29
97.99,75.77,81.85,2.2,182463.0,74932.0,4529.0,68934.0,19995.0,5299.0,97.78
98.44,73.23,82.53,1.78,68934.0,19995.0,5299.0,38888.0,11762.0,3723.0,98.05
98.09,82.77,81.92,2.2,85335.0,37185.0,8566.0,68934.0,19995.0,5299.0,98.02
98.46,56.67,82.96,1.85,68934.0,19995.0,5299.0,15184.0,5668.0,3250.0,97.9
98.27,74.86,84.33,2.19,68934.0,19995.0,5299.0,62556.0,17604.0,3887.0,98.11
98.54,61.59,79.74,1.93,68934.0,19995.0,5299.0,12981.0,5246.0,3281.0,98.31
98.56,76.73,86.29,1.29,217411.0,70025.0,4704.0,68934.0,19995.0,5299.0,98.28
98.11,82.68,82.13,2.14,62022.0,24632.0,5104.0,68934.0,19995.0,5299.0,98.01
98.43,83.12,78.77,1.53,68934.0,19995.0,5299.0,103228.0,19111.0,4229.0,98.09
98.31,79.04,84.1,2.08,196551.0,63879.0,6345.0,68934.0,19995.0,5299.0,97.94
97.47,75.16,80.34,1.64,504024.0,202802.0,91907.0,23415.0,8853.0,4122.0,97.04
99.65,73.43,95.3,1.38,504024.0,202802.0,91907.0,279113.0,92463.0,19654.0,99.68
97.42,80.81,81.09,1.13,504024.0,202802.0,91907.0,352906.0,4331.0,3086.0,97.11
97.36,82.54,79.64,1.77,504024.0,202802.0,91907.0,116102.0,32252.0,5837.0,97.2
97.26,75.77,81.66,1.67,504024.0,202802.0,91907.0,365248.0,29374.0,3362.0,97.01
98.38,88.4,85.82,1.78,414896.0,224040.0,31241.0,504024.0,202802.0,91907.0,98.34
97.21,87.0,82.21,1.79,1297869.0,665656.0,65316.0,504024.0,202802.0,91907.0,97.08
97.49,82.9,84.5,1.24,504024.0,202802.0,91907.0,347676.0,118463.0,30540.0,97.25
97.35,75.87,76.81,1.46,504024.0,202802.0,91907.0,22986.0,7980.0,3736.0,96.95
98.08,37.14,96.16,0.99,504024.0,202802.0,91907.0,13052.0,6082.0,3595.0,97.68
97.3,81.13,83.0,1.44,504024.0,202802.0,91907.0,174987.0,55884.0,8491.0,97.13
98.57,83.78,84.45,1.56,504024.0,202802.0,91907.0,172876.0,56730.0,7202.0,98.43
97.14,82.94,81.78,1.99,504024.0,202802.0,91907.0,338133.0,116066.0,38991.0,97.12
97.29,82.15,83.82,1.35,504024.0,202802.0,91907.0,340349.0,129744.0,37552.0,97.1
97.42,79.35,88.93,1.47,504024.0,202802.0,91907.0,98061.0,24650.0,3926.0,97.19
97.3,82.42,87.0,1.47,504024.0,202802.0,91907.0,242467.0,104490.0,21714.0,97.16
98.77,63.97,87.89,0.72,504024.0,202802.0,91907.0,336119.0,202125.0,4987.0,98.54
97.52,86.23,79.56,1.46,504024.0,202802.0,91907.0,58558.0,14512.0,3651.0,97.21
98.39,87.86,88.18,1.78,504024.0,202802.0,91907.0,391706.0,25667.0,3266.0,98.45
98.55,89.86,86.55,1.24,317560.0,203941.0,14332.0,504024.0,202802.0,91907.0,98.47
97.44,81.56,85.78,1.31,504024.0,202802.0,91907.0,251590.0,82086.0,10278.0,97.23
97.6,71.25,87.07,1.09,504024.0,202802.0,91907.0,21206.0,8706.0,4126.0,97.18
97.71,89.69,88.85,1.04,130786.0,48930.0,11908.0,119568.0,25465.0,11268.0,97.56
98.33,72.42,90.67,1.0,119568.0,25465.0,11268.0,19666.0,6445.0,3486.0,97.98
98.32,70.44,93.21,1.19,119568.0,25465.0,11268.0,26419.0,6832.0,3462.0,98.07
97.9,87.94,91.45,1.34,119568.0,25465.0,11268.0,76701.0,19502.0,4506.0,97.81
98.32,84.04,92.53,1.05,119568.0,25465.0,11268.0,30653.0,9218.0,3952.0,98.08
98.3,93.29,91.67,1.16,166246.0,51863.0,9743.0,119568.0,25465.0,11268.0,98.11
98.08,66.28,92.49,1.37,119568.0,25465.0,11268.0,16355.0,6189.0,3375.0,97.92
98.43,92.19,91.84,0.91,116637.0,40126.0,12670.0,119568.0,25465.0,11268.0,98.17
98.35,55.1,86.84,1.27,119568.0,25465.0,11268.0,11307.0,5140.0,3351.0,98.04
97.88,47.31,93.82,1.21,119568.0,25465.0,11268.0,19203.0,5350.0,3304.0,97.39
97.91,87.88,89.2,1.32,119568.0,25465.0,11268.0,54981.0,16631.0,5371.0,97.91
98.53,48.44,92.02,1.32,119568.0,25465.0,11268.0,11867.0,4789.0,3296.0,98.45
98.16,81.83,94.83,1.2,119568.0,25465.0,11268.0,32228.0,10074.0,3996.0,97.95
98.28,86.41,91.19,1.14,119568.0,25465.0,11268.0,26636.0,9095.0,3787.0,98.09
98.23,76.08,90.69,1.11,119568.0,25465.0,11268.0,31607.0,10762.0,3966.0,97.97
98.15,80.86,89.93,1.12,119568.0,25465.0,11268.0,16132.0,6576.0,3437.0,97.89
97.9,89.34,85.22,1.12,181797.0,41834.0,11461.0,119568.0,25465.0,11268.0,97.82
98.48,40.21,93.04,1.51,119568.0,25465.0,11268.0,9351.0,4704.0,3243.0,98.31
97.97,90.34,89.41,1.32,119568.0,25465.0,11268.0,50671.0,20199.0,5655.0,97.94
98.14,86.89,90.89,1.12,119568.0,25465.0,11268.0,46877.0,11479.0,4405.0,98.02
98.61,47.58,91.59,1.26,119568.0,25465.0,11268.0,10500.0,4836.0,3208.0,98.35
98.5,77.85,91.0,1.14,119568.0,25465.0,11268.0,22950.0,7471.0,3603.0,98.11
98.14,92.51,92.91,1.14,76405.0,25827.0,5697.0,119568.0,25465.0,11268.0,98.02
